Date,Open,High,Low,Close,Volume
19-Jun-14,117.23,118.09,113.54,115.41,111396
18-Jun-14,117.16,118.29,115.51,117.04,130119
17-Jun-14,119.81,121.70,117.06,117.53,238885
16-Jun-14,110.57,120.50,109.17,120.36,261555
13-Jun-14,113.82,113.82,109.69,110.23,136209
12-Jun-14,112.80,114.57,111.81,113.09,94889
11-Jun-14,114.59,115.32,111.05,112.72,134717
10-Jun-14,117.55,118.95,115.10,116.04,119478
9-Jun-14,116.97,118.40,115.94,118.28,84941
6-Jun-14,115.43,118.25,115.13,116.96,86635
5-Jun-14,112.04,115.66,110.84,114.76,128820
4-Jun-14,108.50,114.16,108.50,112.29,144931
3-Jun-14,110.29,110.34,108.19,108.96,162685
2-Jun-14,110.20,111.80,109.04,110.05,148018
30-May-14,110.40,111.69,109.73,110.21,164412
29-May-14,109.56,111.93,109.05,110.40,202221
28-May-14,110.29,111.25,108.50,109.96,181254
27-May-14,104.18,110.42,104.18,110.21,237901
23-May-14,102.55,104.21,102.22,103.50,100555
22-May-14,101.20,105.00,100.50,102.41,115209
21-May-14,99.63,100.76,97.88,100.73,154550
20-May-14,104.99,105.60,99.05,99.15,254214
19-May-14,104.18,105.81,104.18,105.44,173291
16-May-14,105.94,107.01,102.93,103.94,126003
15-May-14,103.47,105.43,100.51,105.11,140251
14-May-14,102.86,105.73,100.76,103.30,213851
13-May-14,105.00,106.99,101.03,101.86,167055
12-May-14,100.81,105.43,100.81,105.09,134606
9-May-14,100.18,101.58,99.29,100.86,146020
8-May-14,95.24,101.50,95.24,100.03,190544
7-May-14,97.96,98.51,94.56,95.36,228880
6-May-14,101.00,102.60,97.77,98.08,272379
5-May-14,102.15,103.24,100.65,101.28,146942
2-May-14,102.57,104.25,101.70,103.42,126087
1-May-14,102.62,102.90,99.82,102.21,308272
30-Apr-14,101.00,103.92,100.00,103.71,259905
29-Apr-14,102.79,103.56,100.12,100.93,348714
28-Apr-14,105.13,105.58,102.29,102.45,224903
25-Apr-14,111.09,111.34,105.05,105.55,264258
24-Apr-14,115.00,117.00,104.00,111.80,609720
23-Apr-14,114.74,114.74,110.25,111.81,249231
22-Apr-14,114.39,115.50,113.30,114.34,351279
21-Apr-14,116.05,117.42,111.04,114.24,450643
17-Apr-14,117.24,119.25,116.56,117.03,221568
16-Apr-14,120.01,122.54,116.80,118.63,197976
15-Apr-14,125.03,126.14,119.84,120.21,381176
14-Apr-14,120.91,124.42,118.36,124.04,209068
11-Apr-14,121.63,124.54,118.79,120.19,315822
10-Apr-14,121.18,123.96,119.90,122.31,169174
9-Apr-14,118.00,122.32,117.51,122.12,238869
8-Apr-14,119.19,119.80,116.17,117.17,310488
